drug,reaction,severity,serious_count,frequency,relative_frequency
CYTARABINE,Cystitis haemorrhagic,0.0,0,1,0.25
CYTARABINE,Cytomegalovirus infection,0.0,0,1,0.25
CYTARABINE,Pneumonia,0.0,0,1,0.25
D-CURE,Aphthous stomatitis,0.0,0,1,0.16666666666666666
D-CURE,Dyspnoea,0.0,0,1,0.16666666666666666
D-CURE,General physical health deterioration,0.0,0,1,0.16666666666666666
D-CURE,Interstitial lung disease,0.0,0,1,0.16666666666666666
D-CURE,Oedema,0.0,0,1,0.16666666666666666
D-CURE,Pleural effusion,0.0,0,1,0.16666666666666666
DAFALGAN,Haematoma,0.0,0,1,0.2
DAFALGAN,International normalised ratio increased,0.0,0,1,0.2
DAFALGAN,Petechiae,0.0,0,1,0.2
DAFALGAN,Thrombocytopenia,0.0,0,2,0.4
DAILY MULTIVITAMIN,Therapeutic response unexpected,0.0,0,1,1.0
DAPSONE,Diarrhoea,0.0,0,1,0.25
DAPSONE,Listeriosis,0.0,0,1,0.25
DAPSONE,Meningitis,0.0,0,1,0.25
DAPSONE,Pyrexia,0.0,0,1,0.25
DARUNAVIR,Electrocardiogram QT prolonged,0.0,0,1,0.5
DARUNAVIR,Syncope,0.0,0,1,0.5
DARVOCET-N 100,Abdominal pain,0.0,0,1,0.125
DARVOCET-N 100,Anxiety,0.0,0,1,0.125
DARVOCET-N 100,Deep vein thrombosis,0.0,0,1,0.125
DARVOCET-N 100,Emotional distress,0.0,0,1,0.125
DARVOCET-N 100,General physical health deterioration,0.0,0,1,0.125
DARVOCET-N 100,Injury,0.0,0,1,0.125
DARVOCET-N 100,Pain,0.0,0,1,0.125
DARVOCET-N 100,Thrombosis,0.0,0,1,0.125
DENZAPINE,Electrocardiogram abnormal,0.0,0,1,0.3333333333333333
DENZAPINE,Left ventricular dysfunction,0.0,0,1,0.3333333333333333
DENZAPINE,Sinus tachycardia,0.0,0,1,0.3333333333333333
DEPAKENE,Affect lability,0.0,0,2,0.021739130434782608
DEPAKENE,Anaemia,0.0,0,1,0.010869565217391304
DEPAKENE,Anticonvulsant drug level decreased,0.0,0,2,0.021739130434782608
DEPAKENE,Body height below normal,0.0,0,2,0.021739130434782608
DEPAKENE,Cardiac murmur,0.0,0,2,0.021739130434782608
DEPAKENE,Central nervous system lesion,0.0,0,2,0.021739130434782608
DEPAKENE,Cognitive disorder,0.0,0,2,0.021739130434782608
DEPAKENE,Congenital cardiovascular anomaly,0.0,0,4,0.043478260869565216
DEPAKENE,Congenital hand malformation,0.0,0,2,0.021739130434782608
DEPAKENE,Congenital nose malformation,0.0,0,2,0.021739130434782608
DEPAKENE,Congenital oral malformation,0.0,0,2,0.021739130434782608
DEPAKENE,Convulsion,0.0,0,2,0.021739130434782608
DEPAKENE,Corrective lens user,0.0,0,2,0.021739130434782608
DEPAKENE,Disorientation,0.0,0,2,0.021739130434782608
DEPAKENE,Drug effect decreased,0.0,0,2,0.021739130434782608
DEPAKENE,Drug ineffective,0.0,0,1,0.010869565217391304
DEPAKENE,Drug level below therapeutic,0.0,0,2,0.021739130434782608
DEPAKENE,Drug withdrawal syndrome,0.0,0,2,0.021739130434782608
DEPAKENE,Dysmorphism,0.0,0,2,0.021739130434782608
DEPAKENE,Dyspnoea,0.0,0,2,0.021739130434782608
DEPAKENE,Ear pain,0.0,0,1,0.010869565217391304
DEPAKENE,Epilepsy,0.0,0,2,0.021739130434782608
DEPAKENE,Fall,0.0,0,2,0.021739130434782608
DEPAKENE,Foetal anticonvulsant syndrome,0.0,0,2,0.021739130434782608
DEPAKENE,Foetal exposure during pregnancy,0.0,0,2,0.021739130434782608
DEPAKENE,Gait disturbance,0.0,0,2,0.021739130434782608
DEPAKENE,General physical health deterioration,0.0,0,2,0.021739130434782608
DEPAKENE,Growth retardation,0.0,0,2,0.021739130434782608
DEPAKENE,Inflammation,0.0,0,1,0.010869565217391304
DEPAKENE,Leukocytosis,0.0,0,1,0.010869565217391304
DEPAKENE,Lip discolouration,0.0,0,2,0.021739130434782608
DEPAKENE,Low birth weight baby,0.0,0,2,0.021739130434782608
DEPAKENE,Mental impairment,0.0,0,2,0.021739130434782608
DEPAKENE,Multiple injuries,0.0,0,2,0.021739130434782608
DEPAKENE,Odynophagia,0.0,0,1,0.010869565217391304
DEPAKENE,Oedema,0.0,0,1,0.010869565217391304
DEPAKENE,Parotid gland enlargement,0.0,0,1,0.010869565217391304
DEPAKENE,Parotitis,0.0,0,1,0.010869565217391304
DEPAKENE,Paternal drugs affecting foetus,0.0,0,2,0.021739130434782608
DEPAKENE,Premature baby,0.0,0,2,0.021739130434782608
DEPAKENE,Quality of life decreased,0.0,0,2,0.021739130434782608
DEPAKENE,Salivary hypersecretion,0.0,0,1,0.010869565217391304
DEPAKENE,Schizoaffective disorder bipolar type,0.0,0,1,0.010869565217391304
DEPAKENE,Skin discolouration,0.0,0,2,0.021739130434782608
DEPAKENE,Speech disorder,0.0,0,2,0.021739130434782608
DEPAKENE,Status epilepticus,0.0,0,2,0.021739130434782608
DEPAKENE,Tachycardia,0.0,0,1,0.010869565217391304
DEPAKENE,Tooth development disorder,0.0,0,2,0.021739130434782608
DEPAKENE,Tooth loss,0.0,0,2,0.021739130434782608
DEPAKENE,Toothache,0.0,0,2,0.021739130434782608
DEPAKENE,Visual impairment,0.0,0,2,0.021739130434782608
DEPAKENE-R (VALPROATE SODIUM),Subdural haematoma,0.0,0,1,1.0
DEPAKINE,Dyspnoea,0.0,0,1,0.16666666666666666
DEPAKINE,Fall,0.0,0,1,0.16666666666666666
DEPAKINE,Lung infection,0.0,0,1,0.16666666666666666
DEPAKINE,Overdose,0.0,0,1,0.16666666666666666
DEPAKINE,Rhabdomyolysis,0.0,0,1,0.16666666666666666
DEPAKINE,Somnolence,0.0,0,1,0.16666666666666666
DEPAKOTE,Abdominal discomfort,0.0,0,1,0.002325581395348837
DEPAKOTE,Abdominal pain upper,0.0,0,3,0.0069767441860465115
DEPAKOTE,Acidosis,0.0,0,1,0.002325581395348837
DEPAKOTE,Activities of daily living impaired,0.0,0,1,0.002325581395348837
DEPAKOTE,Adverse drug reaction,0.0,0,1,0.002325581395348837
DEPAKOTE,Adverse event,0.0,0,2,0.004651162790697674
DEPAKOTE,Agitation,0.0,0,3,0.0069767441860465115
DEPAKOTE,Alopecia,0.0,0,9,0.020930232558139535
DEPAKOTE,Ammonia increased,0.0,0,2,0.004651162790697674
DEPAKOTE,Amnesia,0.0,0,2,0.004651162790697674
DEPAKOTE,Amylase increased,0.0,0,1,0.002325581395348837
DEPAKOTE,Anger,0.0,0,1,0.002325581395348837
DEPAKOTE,Anticonvulsant drug level below therapeutic,0.0,0,1,0.002325581395348837
DEPAKOTE,Anxiety,0.0,0,5,0.011627906976744186
DEPAKOTE,Apathy,0.0,0,1,0.002325581395348837
DEPAKOTE,Arrhythmia,0.0,0,1,0.002325581395348837
DEPAKOTE,Asthenia,0.0,0,1,0.002325581395348837
DEPAKOTE,Atrial fibrillation,0.0,0,1,0.002325581395348837
DEPAKOTE,Atrial septal defect,0.0,0,1,0.002325581395348837
DEPAKOTE,Autism,0.0,0,1,0.002325581395348837
DEPAKOTE,Back injury,0.0,0,1,0.002325581395348837
DEPAKOTE,Back pain,0.0,0,1,0.002325581395348837
DEPAKOTE,Balance disorder,0.0,0,6,0.013953488372093023
DEPAKOTE,Bipolar disorder,0.0,0,1,0.002325581395348837
DEPAKOTE,Blood cholesterol increased,0.0,0,1,0.002325581395348837
DEPAKOTE,Blood glucose increased,0.0,0,1,0.002325581395348837
DEPAKOTE,Body height below normal,0.0,0,2,0.004651162790697674
DEPAKOTE,Bone marrow failure,0.0,0,2,0.004651162790697674
DEPAKOTE,Bruxism,0.0,0,1,0.002325581395348837
DEPAKOTE,Bundle branch block right,0.0,0,1,0.002325581395348837
DEPAKOTE,Cardiac arrest,0.0,0,1,0.002325581395348837
DEPAKOTE,Cardiac murmur,0.0,0,3,0.0069767441860465115
DEPAKOTE,Cautery to nose,0.0,0,1,0.002325581395348837
DEPAKOTE,Chills,0.0,0,3,0.0069767441860465115
DEPAKOTE,Clavicle fracture,0.0,0,1,0.002325581395348837
DEPAKOTE,Cleft palate,0.0,0,1,0.002325581395348837
DEPAKOTE,Concussion,0.0,0,1,0.002325581395348837
DEPAKOTE,Condition aggravated,0.0,0,1,0.002325581395348837
DEPAKOTE,Confusional state,0.0,0,3,0.0069767441860465115
DEPAKOTE,Congenital anomaly,0.0,0,1,0.002325581395348837
DEPAKOTE,Congenital cardiovascular anomaly,0.0,0,4,0.009302325581395349
DEPAKOTE,Congenital hand malformation,0.0,0,2,0.004651162790697674
DEPAKOTE,Congenital nose malformation,0.0,0,2,0.004651162790697674
DEPAKOTE,Congenital oral malformation,0.0,0,2,0.004651162790697674
DEPAKOTE,Convulsion,0.0,0,2,0.004651162790697674
DEPAKOTE,Corrective lens user,0.0,0,2,0.004651162790697674
DEPAKOTE,Crying,0.0,0,2,0.004651162790697674
DEPAKOTE,Decreased appetite,0.0,0,3,0.0069767441860465115
DEPAKOTE,Depression,0.0,0,4,0.009302325581395349
DEPAKOTE,Diarrhoea,0.0,0,1,0.002325581395348837
DEPAKOTE,Disorientation,0.0,0,1,0.002325581395348837
DEPAKOTE,Dizziness,0.0,0,4,0.009302325581395349
DEPAKOTE,Dreamy state,0.0,0,1,0.002325581395348837
DEPAKOTE,Drug dispensing error,0.0,0,4,0.009302325581395349
DEPAKOTE,Drug effect incomplete,0.0,0,1,0.002325581395348837
DEPAKOTE,Drug eruption,0.0,0,1,0.002325581395348837
DEPAKOTE,Drug hypersensitivity,0.0,0,3,0.0069767441860465115
DEPAKOTE,Drug ineffective,0.0,0,12,0.027906976744186046
DEPAKOTE,Drug interaction,0.0,0,3,0.0069767441860465115
DEPAKOTE,Drug intolerance,0.0,0,1,0.002325581395348837
DEPAKOTE,Drug level below therapeutic,0.0,0,2,0.004651162790697674
DEPAKOTE,Drug level increased,0.0,0,5,0.011627906976744186
DEPAKOTE,Drug prescribing error,0.0,0,1,0.002325581395348837
DEPAKOTE,Drug withdrawal syndrome,0.0,0,2,0.004651162790697674
DEPAKOTE,Dry mouth,0.0,0,2,0.004651162790697674
DEPAKOTE,Dysarthria,0.0,0,1,0.002325581395348837
DEPAKOTE,Dysgeusia,0.0,0,1,0.002325581395348837
DEPAKOTE,Dyskinesia,0.0,0,1,0.002325581395348837
DEPAKOTE,Dysmorphism,0.0,0,2,0.004651162790697674
DEPAKOTE,Dyspnoea,0.0,0,1,0.002325581395348837
DEPAKOTE,Dysstasia,0.0,0,1,0.002325581395348837
DEPAKOTE,Emotional distress,0.0,0,1,0.002325581395348837
DEPAKOTE,Epistaxis,0.0,0,1,0.002325581395348837
DEPAKOTE,Erythema,0.0,0,1,0.002325581395348837
DEPAKOTE,Eye movement disorder,0.0,0,1,0.002325581395348837
DEPAKOTE,Facial pain,0.0,0,1,0.002325581395348837
DEPAKOTE,Faecal incontinence,0.0,0,1,0.002325581395348837
DEPAKOTE,Faeces pale,0.0,0,1,0.002325581395348837
DEPAKOTE,Fall,0.0,0,4,0.009302325581395349
DEPAKOTE,Fallot^s tetralogy,0.0,0,1,0.002325581395348837
DEPAKOTE,Fatigue,0.0,0,8,0.018604651162790697
DEPAKOTE,Fear,0.0,0,1,0.002325581395348837
DEPAKOTE,Feeling abnormal,0.0,0,7,0.01627906976744186
DEPAKOTE,Feeling cold,0.0,0,3,0.0069767441860465115
DEPAKOTE,Feeling hot,0.0,0,1,0.002325581395348837
DEPAKOTE,Feeling jittery,0.0,0,5,0.011627906976744186
DEPAKOTE,Flat affect,0.0,0,1,0.002325581395348837
DEPAKOTE,Foetal anticonvulsant syndrome,0.0,0,2,0.004651162790697674
DEPAKOTE,Foetal exposure during pregnancy,0.0,0,5,0.011627906976744186
DEPAKOTE,Full blood count abnormal,0.0,0,1,0.002325581395348837
DEPAKOTE,Gait disturbance,0.0,0,5,0.011627906976744186
DEPAKOTE,Gingival bleeding,0.0,0,1,0.002325581395348837
DEPAKOTE,Gingival erythema,0.0,0,1,0.002325581395348837
DEPAKOTE,Gingival hyperplasia,0.0,0,1,0.002325581395348837
DEPAKOTE,Gingival inflammation,0.0,0,1,0.002325581395348837
DEPAKOTE,Gingival pain,0.0,0,1,0.002325581395348837
DEPAKOTE,Gingivitis,0.0,0,1,0.002325581395348837
DEPAKOTE,Grand mal convulsion,0.0,0,3,0.0069767441860465115
DEPAKOTE,Granulocytopenia,0.0,0,1,0.002325581395348837
DEPAKOTE,Growth retardation,0.0,0,2,0.004651162790697674
DEPAKOTE,Haematochezia,0.0,0,1,0.002325581395348837
DEPAKOTE,Hair disorder,0.0,0,2,0.004651162790697674
DEPAKOTE,Hair growth abnormal,0.0,0,2,0.004651162790697674
DEPAKOTE,Hallucination,0.0,0,3,0.0069767441860465115
DEPAKOTE,Head titubation,0.0,0,1,0.002325581395348837
DEPAKOTE,Headache,0.0,0,3,0.0069767441860465115
DEPAKOTE,Heart rate increased,0.0,0,1,0.002325581395348837
DEPAKOTE,Hepatic enzyme increased,0.0,0,1,0.002325581395348837
DEPAKOTE,Hip fracture,0.0,0,1,0.002325581395348837
DEPAKOTE,Hyperammonaemia,0.0,0,3,0.0069767441860465115
DEPAKOTE,Hyperhidrosis,0.0,0,1,0.002325581395348837
DEPAKOTE,Hypersensitivity,0.0,0,5,0.011627906976744186
DEPAKOTE,Incorrect dose administered,0.0,0,1,0.002325581395348837
DEPAKOTE,Increased tendency to bruise,0.0,0,1,0.002325581395348837
DEPAKOTE,Injury,0.0,0,1,0.002325581395348837
DEPAKOTE,Insomnia,0.0,0,6,0.013953488372093023
DEPAKOTE,Intervertebral disc disorder,0.0,0,1,0.002325581395348837
DEPAKOTE,Irritability,0.0,0,2,0.004651162790697674
DEPAKOTE,Joint swelling,0.0,0,6,0.013953488372093023
DEPAKOTE,Lethargy,0.0,0,2,0.004651162790697674
DEPAKOTE,Leukopenia,0.0,0,2,0.004651162790697674
DEPAKOTE,Lip dry,0.0,0,1,0.002325581395348837
DEPAKOTE,Lipase increased,0.0,0,1,0.002325581395348837
DEPAKOTE,Liver function test abnormal,0.0,0,1,0.002325581395348837
DEPAKOTE,Local swelling,0.0,0,2,0.004651162790697674
DEPAKOTE,Low birth weight baby,0.0,0,2,0.004651162790697674
DEPAKOTE,Malaise,0.0,0,7,0.01627906976744186
DEPAKOTE,Mania,0.0,0,6,0.013953488372093023
DEPAKOTE,Medication error,0.0,0,2,0.004651162790697674
DEPAKOTE,Medication residue present,0.0,0,3,0.0069767441860465115
DEPAKOTE,Memory impairment,0.0,0,2,0.004651162790697674
DEPAKOTE,Mental disorder,0.0,0,1,0.002325581395348837
DEPAKOTE,Mental impairment,0.0,0,1,0.002325581395348837
DEPAKOTE,Mobility decreased,0.0,0,1,0.002325581395348837
DEPAKOTE,Mood altered,0.0,0,1,0.002325581395348837
DEPAKOTE,Movement disorder,0.0,0,1,0.002325581395348837
DEPAKOTE,Multiple injuries,0.0,0,2,0.004651162790697674
DEPAKOTE,Muscular weakness,0.0,0,1,0.002325581395348837
DEPAKOTE,Myalgia,0.0,0,1,0.002325581395348837
DEPAKOTE,Nausea,0.0,0,8,0.018604651162790697
DEPAKOTE,Nervousness,0.0,0,5,0.011627906976744186
DEPAKOTE,Neuropathy peripheral,0.0,0,1,0.002325581395348837
DEPAKOTE,Neutrophil count decreased,0.0,0,2,0.004651162790697674
DEPAKOTE,Oedema,0.0,0,1,0.002325581395348837
DEPAKOTE,Off label use,0.0,0,6,0.013953488372093023
DEPAKOTE,Osteoporosis,0.0,0,2,0.004651162790697674
DEPAKOTE,Pain,0.0,0,3,0.0069767441860465115
DEPAKOTE,Pancreatic disorder,0.0,0,1,0.002325581395348837
DEPAKOTE,Pancreatitis,0.0,0,2,0.004651162790697674
DEPAKOTE,Pancreatitis acute,0.0,0,1,0.002325581395348837
DEPAKOTE,Pancytopenia,0.0,0,1,0.002325581395348837
DEPAKOTE,Panic attack,0.0,0,1,0.002325581395348837
DEPAKOTE,Paraesthesia,0.0,0,1,0.002325581395348837
DEPAKOTE,Parkinson^s disease,0.0,0,1,0.002325581395348837
DEPAKOTE,Parkinsonism,0.0,0,1,0.002325581395348837
DEPAKOTE,Paternal drugs affecting foetus,0.0,0,2,0.004651162790697674
DEPAKOTE,Phobia,0.0,0,4,0.009302325581395349
DEPAKOTE,Platelet count abnormal,0.0,0,1,0.002325581395348837
DEPAKOTE,Platelet count decreased,0.0,0,1,0.002325581395348837
DEPAKOTE,Pneumonia,0.0,0,1,0.002325581395348837
DEPAKOTE,Postmature baby,0.0,0,1,0.002325581395348837
DEPAKOTE,Premature baby,0.0,0,2,0.004651162790697674
DEPAKOTE,Product quality issue,0.0,0,3,0.0069767441860465115
DEPAKOTE,Pruritus,0.0,0,1,0.002325581395348837
DEPAKOTE,Psychotic disorder,0.0,0,1,0.002325581395348837
DEPAKOTE,Pulmonary valve stenosis congenital,0.0,0,1,0.002325581395348837
DEPAKOTE,Pyrexia,0.0,0,1,0.002325581395348837
DEPAKOTE,Rash,0.0,0,6,0.013953488372093023
DEPAKOTE,Repetitive speech,0.0,0,1,0.002325581395348837
DEPAKOTE,Respiratory distress,0.0,0,1,0.002325581395348837
DEPAKOTE,Sedation,0.0,0,1,0.002325581395348837
DEPAKOTE,Skin disorder,0.0,0,2,0.004651162790697674
DEPAKOTE,Sleep disorder,0.0,0,3,0.0069767441860465115
DEPAKOTE,Somnolence,0.0,0,8,0.018604651162790697
DEPAKOTE,Speech disorder,0.0,0,2,0.004651162790697674
DEPAKOTE,Status epilepticus,0.0,0,1,0.002325581395348837
DEPAKOTE,Stevens-Johnson syndrome,0.0,0,1,0.002325581395348837
DEPAKOTE,Suicidal ideation,0.0,0,5,0.011627906976744186
DEPAKOTE,Tachycardia,0.0,0,1,0.002325581395348837
DEPAKOTE,Tardive dyskinesia,0.0,0,1,0.002325581395348837
DEPAKOTE,Thinking abnormal,0.0,0,4,0.009302325581395349
DEPAKOTE,Thought withdrawal,0.0,0,1,0.002325581395348837
DEPAKOTE,Thrombocytopenia,0.0,0,1,0.002325581395348837
DEPAKOTE,Tongue injury,0.0,0,1,0.002325581395348837
DEPAKOTE,Tooth development disorder,0.0,0,2,0.004651162790697674
DEPAKOTE,Toothache,0.0,0,2,0.004651162790697674
DEPAKOTE,Tremor,0.0,0,13,0.030232558139534883
DEPAKOTE,Trigeminal neuralgia,0.0,0,1,0.002325581395348837
DEPAKOTE,Trismus,0.0,0,3,0.0069767441860465115
DEPAKOTE,Unevaluable event,0.0,0,4,0.009302325581395349
DEPAKOTE,Urinary incontinence,0.0,0,1,0.002325581395348837
DEPAKOTE,Urticaria,0.0,0,1,0.002325581395348837
DEPAKOTE,Visual impairment,0.0,0,2,0.004651162790697674
DEPAKOTE,Vomiting,0.0,0,7,0.01627906976744186
DEPAKOTE,Weight increased,0.0,0,6,0.013953488372093023
DEPAKOTE,Wrong technique in drug usage process,0.0,0,1,0.002325581395348837
DEPAKOTE ER,Agitation,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Anger,0.0,0,4,0.07272727272727272
DEPAKOTE ER,Anxiety,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Convulsion,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Dizziness,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Drug dispensing error,0.0,0,3,0.05454545454545454
DEPAKOTE ER,Drug dose omission,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Drug level decreased,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Eating disorder,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Fatigue,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Feeling abnormal,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Frustration,0.0,0,4,0.07272727272727272
DEPAKOTE ER,Hospitalisation,0.0,0,1,0.01818181818181818
DEPAKOTE ER,Insomnia,0.0,0,2,0.03636363636363636
DEPAKOTE ER,Malaise,0.0,0,5,0.09090909090909091
DEPAKOTE ER,Nausea,0.0,0,3,0.05454545454545454
DEPAKOTE ER,Off label use,0.0,0,5,0.09090909090909091
DEPAKOTE ER,Rash,0.0,0,3,0.05454545454545454
DEPAKOTE ER,Unevaluable event,0.0,0,4,0.07272727272727272
DEPAKOTE ER,Vomiting,0.0,0,3,0.05454545454545454
DEPAKOTE SPRINKLE,Therapy change,0.0,0,2,1.0
DESO 30,Increased appetite,0.0,0,1,0.25
DESO 30,Peripheral swelling,0.0,0,1,0.25
DESO 30,Stress,0.0,0,1,0.25
DESO 30,Weight increased,0.0,0,1,0.25
DEXAMETHASONE,Anaemia,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Dizziness,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Drug hypersensitivity,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Headache,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Listeriosis,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Meningitis,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Mental status changes,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Platelet count decreased,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Pneumonia staphylococcal,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Pyrexia,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Respiratory failure,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Vomiting,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Weight decreased,0.0,0,1,0.07142857142857142
DEXAMETHASONE,Weight increased,0.0,0,1,0.07142857142857142
DEXAMETHASONE.,Dyspnoea,0.0,0,4,0.3333333333333333
DEXAMETHASONE.,Lung infection,0.0,0,4,0.3333333333333333
DEXAMETHASONE.,Overdose,0.0,0,4,0.3333333333333333
DEXEDRINE,Drug eruption,0.0,0,1,1.0
DEXILANT,Weight loss poor,0.0,0,1,1.0
DEXKETOPROFEN,Abdominal pain,0.0,0,1,0.25
DEXKETOPROFEN,Hypoacusis,0.0,0,1,0.25
DEXKETOPROFEN,Ileus paralytic,0.0,0,1,0.25
DEXKETOPROFEN,Nausea,0.0,0,1,0.25
DEXTROAMPHETAMINE SULFATE,Coeliac disease,0.0,0,1,1.0
DIABETES MEDICATION,Anorectal discomfort,0.0,0,1,0.1
DIABETES MEDICATION,Confusional state,0.0,0,1,0.1
DIABETES MEDICATION,Depression,0.0,0,1,0.1
DIABETES MEDICATION,Disease progression,0.0,0,1,0.1
DIABETES MEDICATION,Dyskinesia,0.0,0,1,0.1
DIABETES MEDICATION,Movement disorder,0.0,0,1,0.1
DIABETES MEDICATION,Musculoskeletal stiffness,0.0,0,1,0.1
DIABETES MEDICATION,Proctalgia,0.0,0,1,0.1
DIABETES MEDICATION,Rectal haemorrhage,0.0,0,1,0.1
DIABETES MEDICATION,Tremor,0.0,0,1,0.1
DIAMOX,Cerebral venous thrombosis,0.0,0,1,0.5
DIAMOX,Jugular vein thrombosis,0.0,0,1,0.5
DIANEAL LOW CALCIUM,Abscess limb,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Acidosis,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Anaemia,0.0,0,3,0.046875
DIANEAL LOW CALCIUM,Blindness unilateral,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Calciphylaxis,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Catheter site infection,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Cerebrovascular accident,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Death,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Dehydration,0.0,0,3,0.046875
DIANEAL LOW CALCIUM,Diabetic complication,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Diabetic ketoacidosis,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Discomfort,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Failure to thrive,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Gastrointestinal haemorrhage,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Hypophagia,0.0,0,4,0.0625
DIANEAL LOW CALCIUM,Hypotension,0.0,0,3,0.046875
DIANEAL LOW CALCIUM,Impaired healing,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Localised infection,0.0,0,2,0.03125
DIANEAL LOW CALCIUM,Myocardial infarction,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Pancreatitis,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Pneumonia,0.0,0,4,0.0625
DIANEAL LOW CALCIUM,Post procedural haemorrhage,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Pulmonary haemorrhage,0.0,0,3,0.046875
DIANEAL LOW CALCIUM,Pulmonary oedema,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Rib fracture,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Sepsis,0.0,0,4,0.0625
DIANEAL LOW CALCIUM,Staphylococcal infection,0.0,0,1,0.015625
DIANEAL LOW CALCIUM,Swelling,0.0,0,3,0.046875
DIANEAL LOW CALCIUM,Tooth infection,0.0,0,4,0.0625
DIANEAL LOW CALCIUM,Urinary tract infection,0.0,0,3,0.046875
DIANEAL LOW CALCIUM,Wound,0.0,0,2,0.03125
DIANEAL LOW CALCIUM (ULTRABAG),Anaemia,0.0,0,3,0.07894736842105263
DIANEAL LOW CALCIUM (ULTRABAG),Calciphylaxis,0.0,0,2,0.05263157894736842
DIANEAL LOW CALCIUM (ULTRABAG),Diabetic complication,0.0,0,2,0.05263157894736842
DIANEAL LOW CALCIUM (ULTRABAG),Headache,0.0,0,4,0.10526315789473684
DIANEAL LOW CALCIUM (ULTRABAG),Hypotension,0.0,0,3,0.07894736842105263
DIANEAL LOW CALCIUM (ULTRABAG),Impaired healing,0.0,0,2,0.05263157894736842
DIANEAL LOW CALCIUM (ULTRABAG),Myocardial infarction,0.0,0,2,0.05263157894736842
DIANEAL LOW CALCIUM (ULTRABAG),Peritoneal dialysis complication,0.0,0,4,0.10526315789473684
DIANEAL LOW CALCIUM (ULTRABAG),Peritonitis,0.0,0,4,0.10526315789473684
DIANEAL LOW CALCIUM (ULTRABAG),Pulmonary haemorrhage,0.0,0,3,0.07894736842105263
DIANEAL LOW CALCIUM (ULTRABAG),Swelling,0.0,0,3,0.07894736842105263
DIANEAL LOW CALCIUM (ULTRABAG),Toothache,0.0,0,4,0.10526315789473684
DIANEAL LOW CALCIUM (ULTRABAG),Wound,0.0,0,2,0.05263157894736842
DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,Blood pressure diastolic increased,0.0,0,4,0.16666666666666666
DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,Eye movement disorder,0.0,0,4,0.16666666666666666
DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,Gangrene,0.0,0,4,0.16666666666666666
DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,Heart rate decreased,0.0,0,4,0.16666666666666666
DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,Hypotension,0.0,0,4,0.16666666666666666
DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,Pulse abnormal,0.0,0,4,0.16666666666666666
DIANEAL PD2,Diarrhoea,0.0,0,2,0.3333333333333333
DIANEAL PD2,Gastroenteritis viral,0.0,0,2,0.3333333333333333
DIANEAL PD2,Peritonitis bacterial,0.0,0,2,0.3333333333333333
DIANEAL PD2 (ULTRABAG),Device malfunction,0.0,0,1,0.5
DIANEAL PD2 (ULTRABAG),Peritonitis,0.0,0,1,0.5
