drugName,condition,rating,effectiveness,usefulCount,review_length
Diazepam,Anxiety,8.77992277992278,0.9092664092664092,16081,415.3281853281853
Diazepam,Borderline Personality Disorde,9.0,1.0,8,759.0
Diazepam,Endoscopy or Radiology Premedication,8.5,1.0,59,274.0
Diazepam,ICU Agitation,10.0,1.0,4,17.0
Diazepam,Light Anesthesia,7.666666666666667,0.8333333333333334,37,245.0
Diazepam,Light Sedation,8.666666666666666,0.8333333333333334,142,131.66666666666666
Diazepam,Meniere's Disease,9.65,1.0,788,473.45
Diazepam,Muscle Spasm,8.487804878048781,0.8841463414634146,4215,381.0243902439024
Diazepam,Night Terrors,10.0,1.0,169,426.6666666666667
Diazepam,Not Listed / Othe,9.666666666666666,1.0,32,274.0
Diazepam,Seizure Prevention,8.5,1.0,52,254.5
Diazepam,Seizures,8.666666666666666,0.9166666666666666,110,306.1666666666667
Diazepam,Status Epilepticus,10.0,1.0,2,8.0
Diazepam,Temporomandibular Joint Disorde,9.5,1.0,196,381.625
Diazepam,Tetanus,6.0,0.5,6,40.0
Diazepam Intensol,Anxiety,10.0,1.0,159,275.6666666666667
Diazepam Intensol,Muscle Spasm,9.666666666666666,1.0,133,302.6666666666667
Diazoxide,Hypoglycemia,9.0,1.0,2,711.0
Dibucaine,Anal Itching,10.0,1.0,5,657.0
Dibucaine,"Burns, External",9.0,1.0,12,195.0
Dibucaine,Hemorrhoids,9.666666666666666,1.0,46,310.3333333333333
Dibucaine,Local Anesthesia,10.0,1.0,17,740.0
Dichlorphenamide,Hypokalemic Periodic Paralysis,9.0,1.0,0,102.0
Diclegis,Nausea/Vomiting of Pregnancy,6.725,0.675,482,539.775
Diclofenac,Ankylosing Spondylitis,7.416666666666667,0.7083333333333334,156,248.08333333333334
Diclofenac,Back Pain,7.714285714285714,0.7857142857142857,1589,306.07142857142856
Diclofenac,Keratosis,4.75,0.375,65,427.0
Diclofenac,Migraine,8.419354838709678,0.8709677419354839,640,369.16129032258067
Diclofenac,Muscle Pain,7.625,0.8125,407,300.875
Diclofenac,Not Listed / Othe,9.0,1.0,2,228.33333333333334
Diclofenac,Osteoarthritis,8.37410071942446,0.8597122302158273,6011,359.9064748201439
Diclofenac,Pain,7.797047970479705,0.8136531365313653,6634,366.520295202952
Diclofenac,Period Pain,7.966666666666667,0.8333333333333334,389,279.6666666666667
Diclofenac,Postoperative Ocular Inflammation,5.0,0.5,2,326.0
Diclofenac,Rheumatoid Arthritis,7.166666666666667,0.75,596,235.03333333333333
Diclofenac,Sciatica,7.529411764705882,0.7941176470588235,569,198.88235294117646
Diclofenac,Spondyloarthritis,1.0,0.0,3,208.0
Diclofenac,zen Shoulde,7.4,0.8,89,208.0
Diclofenac / misoprostol,Osteoarthritis,8.36,0.86,1288,399.88
Diclofenac / misoprostol,Rheumatoid Arthritis,7.428571428571429,0.7857142857142857,242,278.14285714285717
Diclofenac / misoprostol,Sciatica,9.0,1.0,399,439.0
Dicloxacillin,Bone infection,4.0,0.0,5,141.0
Dicloxacillin,Skin or Soft Tissue Infection,10.0,1.0,0,32.0
Dicyclomine,Irritable Bowel Syndrome,7.8059701492537314,0.8208955223880597,5611,394.95522388059703
Dicyclomine,Noninfectious Colitis,6.666666666666667,0.7222222222222222,85,385.6666666666667
Didrex,Obesity,8.571428571428571,0.8571428571428571,187,289.42857142857144
Dienogest / estradiol,Birth Control,6.513513513513513,0.6216216216216216,268,444.97297297297297
Dienogest / estradiol,Menorrhagia,7.333333333333333,0.6666666666666666,43,639.8888888888889
Diethylpropion,Not Listed / Othe,9.0,1.0,3,561.0
Diethylpropion,Obesity,9.18918918918919,0.9504504504504504,4655,474.5135135135135
Differin,4</span> users found this comment helpful.,8.0,1.0,4,470.0
Differin,Acne,7.430656934306569,0.7664233576642335,3664,533.5401459854014
Dificid,Clostridial Infection,6.8,0.7,78,266.6
Diflorasone,Eczema,9.5,1.0,2,209.0
Diflorasone,Skin Rash,10.0,1.0,12,247.0
Diflucan,Candida Urinary Tract Infection,9.0,1.0,30,388.5
Diflucan,Candidemia,9.333333333333334,1.0,60,185.66666666666666
Diflucan,Esophageal Candidiasis,10.0,1.0,63,49.0
Diflucan,"Onychomycosis, Toenail",10.0,1.0,159,198.5
Diflucan,Oral Thrush,10.0,1.0,20,84.0
Diflucan,Tinea Versicol,3.0,0.25,8,779.0
Diflucan,Vaginal Yeast Infection,6.485714285714286,0.6357142857142857,2915,381.4
Diflunisal,Osteoarthritis,9.5,1.0,9,172.5
Diflunisal,Pain,5.5,0.5,18,195.0
Diflunisal,Rheumatoid Arthritis,6.5,0.75,17,303.0
Difluprednate,Postoperative Ocular Inflammation,8.0,0.75,43,236.5
Difluprednate,Uveitis,6.4,0.6,46,474.4
Digoxin,Atrial Fibrillation,6.5,0.5,312,400.6666666666667
Digoxin,Heart Failure,7.333333333333333,0.6666666666666666,109,292.0
Dihydroergotamine,Cluster Headaches,9.2,1.0,28,301.0
Dihydroergotamine,Migraine,6.76,0.68,249,455.72
Dilantin,3</span> users found this comment helpful.,1.0,0.0,3,341.0
Dilantin,Anxiety,8.5,1.0,84,327.0
Dilantin,Epilepsy,7.428571428571429,0.8095238095238095,205,352.14285714285717
Dilantin,Neurosurgery,8.0,1.0,12,467.0
Dilantin,Peripheral Neuropathy,1.0,0.0,12,600.0
Dilantin,Seizures,6.913043478260869,0.6521739130434783,412,380.5652173913044
Dilantin,Trigeminal Neuralgia,8.0,1.0,31,679.0
Dilaudid,13</span> users found this comment helpful.,10.0,1.0,26,514.0
Dilaudid,8</span> users found this comment helpful.,10.0,1.0,8,239.0
Dilaudid,Chronic Pain,8.833333333333334,0.9270833333333334,2738,391.7708333333333
Dilaudid,Cough,10.0,1.0,18,96.0
Dilaudid,Pain,8.424528301886792,0.8632075471698113,5153,383.2311320754717
Dilaudid-HP,Anesthetic Adjunct,10.0,1.0,17,279.0
Dilaudid-HP,Chronic Pain,1.0,0.0,16,545.0
Dilaudid-HP,Pain,8.2,0.8,67,297.2
Dilt-XR,Atrial Fibrillation,10.0,1.0,42,621.0
Diltiazem,Angina Pectoris Prophylaxis,7.0,0.6666666666666666,37,465.0
Diltiazem,Atrial Fibrillation,7.607142857142857,0.75,1366,339.89285714285717
Diltiazem,Atrial Flutte,4.75,0.375,120,409.625
Diltiazem,High Blood Pressure,6.464285714285714,0.625,1081,348.42857142857144
Diltiazem,Not Listed / Othe,8.0,1.0,5,446.0
Diltiazem,Raynaud's Syndrome,8.0,1.0,62,378.0
Diltiazem,Supraventricular Tachycardia,7.733333333333333,0.7666666666666667,368,454.46666666666664
Dimenhydrinate,Insomnia,9.666666666666666,1.0,40,320.0
Dimenhydrinate,Motion Sickness,9.346153846153847,0.9615384615384616,606,299.46153846153845
Dimenhydrinate,Nausea/Vomiting,9.5,1.0,366,275.0
Dimenhydrinate,Not Listed / Othe,9.0,1.0,0,105.0
Dimetapp Children's Cold & Cough,Cough and Nasal Congestion,1.0,0.0,10,310.3333333333333
Dimethyl fumarate,Multiple Sclerosis,7.483870967741935,0.7419354838709677,791,409.2258064516129
Dimethyl sulfoxide,Not Listed / Othe,10.0,1.0,5,479.0
Dinoprostone,Labor Induction,3.8,0.4,49,288.2
Diosmiplex,Dietary Supplementation,9.0,1.0,4,265.0
Diovan,33</span> users found this comment helpful.,10.0,1.0,33,71.0
Diovan,High Blood Pressure,6.3076923076923075,0.6057692307692307,3400,312.8076923076923
Diovan,Left Ventricular Dysfunction,9.5,1.0,58,111.0
Diovan HCT,High Blood Pressure,6.888888888888889,0.6666666666666666,545,328.44444444444446
Diphenhydramine,Allergic Reactions,8.08,0.86,418,304.32
Diphenhydramine,Allergic Rhinitis,6.769230769230769,0.6923076923076923,93,273.84615384615387
Diphenhydramine,Cold Symptoms,6.75,0.75,46,107.75
Diphenhydramine,Cough,8.0,1.0,30,360.5
Diphenhydramine,Extrapyramidal Reaction,9.0,1.0,15,225.0
Diphenhydramine,Insomnia,6.464285714285714,0.6607142857142857,1496,278.2261904761905
Diphenhydramine,Motion Sickness,9.0,1.0,17,121.0
Diphenhydramine,Nausea/Vomiting,7.333333333333333,0.7333333333333333,407,246.86666666666667
Diphenhydramine,Urticaria,5.857142857142857,0.5,34,356.57142857142856
Diphenhydramine / hydrocortisone,Pruritus,10.0,1.0,4,190.0
Diphenhydramine / ibuprofen,Insomnia,9.0,1.0,23,778.0
Diphenhydramine / naproxen,Insomnia,6.2727272727272725,0.6363636363636364,139,291.0
Diphenhydramine / naproxen,Pain,7.111111111111111,0.7222222222222222,115,466.55555555555554
Diphenhydramine / phenylephrine,Allergic Rhinitis,10.0,1.0,2,129.0
Diphenhydramine / pseudoephedrine,Allergic Rhinitis,9.0,1.0,3,214.0
Diphenidol,Vertig,10.0,1.0,14,156.0
Diprivan,5</span> users found this comment helpful.,10.0,1.0,5,108.0
Diprivan,Anesthesia,8.833333333333334,0.8888888888888888,520,319.72222222222223
Diprolene AF,Atopic Dermatitis,9.0,1.0,17,59.0
Diprosone,Dermatological Disorders,10.0,1.0,40,234.0
Disalcid,Osteoarthritis,9.0,1.0,47,163.0
Disopyramide,Arrhythmia,8.6,1.0,51,404.0
Disulfiram,Alcohol Dependence,8.672131147540984,0.8852459016393442,4714,523.5573770491803
Ditropan,Overactive Bladde,3.8461538461538463,0.2692307692307692,325,207.76923076923077
Ditropan,Urinary Incontinence,5.8,0.6,176,254.0
Ditropan XL,Overactive Bladde,10.0,1.0,18,389.0
Ditropan XL,Prostatitis,8.0,1.0,24,752.0
Diurex Water Capsules,Edema,1.0,0.0,2,75.0
Divalproex sodium,Bipolar Disorde,6.401234567901234,0.6604938271604939,5860,444.0061728395062
Divalproex sodium,Borderline Personality Disorde,9.0,1.0,1,135.0
Divalproex sodium,Epilepsy,7.188679245283019,0.7735849056603774,860,395.3018867924528
Divalproex sodium,Hyperekplexia,10.0,1.0,16,405.0
Divalproex sodium,Mania,7.761904761904762,0.8571428571428571,811,260.1904761904762
Divalproex sodium,Migraine Prevention,6.186440677966102,0.5847457627118644,1400,405.49152542372883
Divalproex sodium,Not Listed / Othe,10.0,1.0,0,56.0
Divigel,Postmenopausal Symptoms,7.0,0.6666666666666666,113,367.3333333333333
Doans Pills Extra Strength,Inflammatory Conditions,6.0,0.5,4,287.0
Doans Pills Extra Strength,Pain,10.0,1.0,12,436.0
Dobutamine,Not Listed / Othe,1.0,0.0,0,354.0
Doc-Q-Lax,"Constipation, Acute",8.0,1.0,3,83.0
Docetaxel,Breast Cance,3.4,0.2,67,393.2
Docetaxel,"Breast Cancer, Metastatic",9.0,1.0,22,177.0
Docetaxel,Solid Tumors,6.0,0.5,3,790.0
Docosanol,Herpes Simplex,5.967441860465116,0.5813953488372093,2233,420.3302325581395
Doculax,"Constipation, Acute",2.0,0.0,2,184.0
Docusate,Constipation,6.666666666666667,0.6666666666666666,386,327.0833333333333
Docusate / senna,"Constipation, Acute",8.454545454545455,0.8636363636363636,198,211.45454545454547
Dofetilide,Arrhythmia,8.0,0.8375,2245,434.925
Dolgic Plus,Headache,8.428571428571429,0.8571428571428571,34,325.57142857142856
Dolobid,Osteoarthritis,10.0,1.0,1,42.0
Dolobid,Pain,1.0,0.0,13,108.0
Dolobid,Rheumatoid Arthritis,5.0,0.5,13,441.0
Dolophine,Chronic Pain,9.4,1.0,264,270.2
Dolophine,Opiate Withdrawal,9.75,1.0,171,391.5
Dolophine,Pain,9.2,1.0,680,423.7
Dolutegravir,HIV Infection,8.0,0.7692307692307693,41,428.15384615384613
Donepezil,Alzheimer's Disease,4.8125,0.4375,2266,363.90625
Donepezil,Lewy Body Dementia,9.333333333333334,1.0,79,516.3333333333334
Donepezil,Mild Cognitive Impairment,5.857142857142857,0.5714285714285714,297,328.57142857142856
Dong quai,Headache,1.0,0.0,13,211.0
Donnatal,Duodenal Ulce,9.5,1.0,19,407.0
Donnatal,Enterocolitis,10.0,1.0,23,587.0
Donnatal,Irritable Bowel Syndrome,9.61111111111111,1.0,720,362.27777777777777
Doral,Insomnia,9.333333333333334,1.0,59,499.0
Doribax,Urinary Tract Infection,10.0,1.0,1,117.0
Doripenem,Urinary Tract Infection,10.0,1.0,1,117.0
Dornase alfa,Cystic Fibrosis,10.0,1.0,9,364.0
Doryx,Acne,7.653846153846154,0.7980769230769231,1075,402.2692307692308
Doryx,Bronchiectasis,9.0,1.0,13,229.0
Doryx,"Lyme Disease, Neurologic",7.0,0.75,22,244.0
Doryx,Rosacea,10.0,1.0,57,159.5
Doryx,Upper Respiratory Tract Infection,10.0,1.0,117,26.0
Doryx,Urinary Tract Infection,4.0,0.0,43,253.0
Dorzolamide,"Glaucoma, Open Angle",7.4,0.7,23,228.2
Dorzolamide / timolol,"Glaucoma, Open Angle",5.166666666666667,0.5833333333333334,21,160.33333333333334
Dostinex,Hyperprolactinemia,8.625,0.875,179,281.75
Dovonex,Plaque Psoriasis,8.0,1.0,11,256.0
Dovonex,Psoriasis,6.909090909090909,0.7272727272727273,282,298.09090909090907
Doxazosin,Benign Prostatic Hyperplasia,7.666666666666667,0.8055555555555556,746,396.3333333333333
Doxazosin,High Blood Pressure,7.333333333333333,0.7222222222222222,374,354.6666666666667
Doxazosin,Not Listed / Othe,5.0,0.5,63,327.0
Doxepin,Anxiety,7.076923076923077,0.7307692307692307,322,469.9230769230769
Doxepin,Depression,6.933333333333334,0.7333333333333333,571,380.8
Doxepin,Dermatitis,1.0,0.0,0,249.0
Doxepin,Insomnia,6.541176470588235,0.6294117647058823,7126,363.1764705882353
Doxepin,Irritable Bowel Syndrome,7.75,0.75,85,391.0
Doxepin,Major Depressive Disorde,10.0,1.0,55,75.0
Doxepin,Not Listed / Othe,10.0,1.0,23,401.0
Doxepin,Pruritus,9.0,1.0,1,195.0
Doxepin,Reflex Sympathetic Dystrophy Syndrome,3.0,0.0,5,73.0
Doxepin,Urticaria,7.7,0.8,305,368.8
Doxidan Tablet,Constipation,10.0,1.0,0,56.0
Doxorubicin,Breast Cance,9.0,1.0,16,151.0
Doxorubicin,Cance,10.0,1.0,26,72.5
Doxorubicin,Lymphoma,4.0,0.0,9,162.0
Doxy 100,Acne,9.0,1.0,141,397.4
Doxy 100,Bacterial Infection,5.666666666666667,0.6666666666666666,30,731.6666666666666
Doxy 100,Chlamydia Infection,10.0,1.0,60,51.0
Doxy 100,Lyme Disease,5.0,0.5,99,709.0
Doxy 100,"Lyme Disease, Neurologic",9.0,1.0,10,764.0
Doxy 100,Malaria,10.0,1.0,7,655.0
Doxy 100,Prostatitis,10.0,1.0,5,363.0
Doxy 100,Rosacea,9.0,1.0,88,179.0
Doxy 100,Upper Respiratory Tract Infection,1.0,0.0,35,217.0
Doxycycline,Acne,7.32,0.764,7486,499.716
Doxycycline,Anthrax,10.0,1.0,3,7.0
Doxycycline,Bacterial Infection,5.797101449275362,0.572463768115942,2626,404.2608695652174
Doxycycline,Bronchiectasis,9.0,1.0,13,229.0
Doxycycline,Bronchitis,4.958333333333333,0.4791666666666667,465,465.9166666666667
Doxycycline,Bullous Pemphigoid,9.0,1.0,0,149.0
Doxycycline,Chlamydia Infection,7.40625,0.796875,424,365.34375
Doxycycline,Ehrlichiosis,7.5,0.75,4,336.5
Doxycycline,Gastroenteritis,1.0,0.0,1,753.0
Doxycycline,Lyme Disease,8.0,0.875,971,667.78125
Doxycycline,"Lyme Disease, Arthritis",5.0,0.5,1,608.0
Doxycycline,"Lyme Disease, Neurologic",8.0,0.9166666666666666,61,384.1666666666667
Doxycycline,Malaria,7.333333333333333,0.8333333333333334,27,485.6666666666667
Doxycycline,Malaria Prevention,5.0,0.5,8,196.33333333333334
Doxycycline,Not Listed / Othe,2.0,0.0,1,360.0
Doxycycline,Ocular Rosacea,6.0,0.5,12,465.5
Doxycycline,Pelvic Inflammatory Disease,8.5,1.0,19,398.5
Doxycycline,Pneumonia,5.64,0.48,549,344.0
Doxycycline,Prostatitis,7.0,0.75,49,278.25
Doxycycline,Q Feve,9.0,1.0,0,182.0
Doxycycline,Rheumatoid Arthritis,5.5,0.5,19,707.5
Doxycycline,Rosacea,8.0,0.8169014084507042,1711,451.943661971831
Doxycycline,Skin or Soft Tissue Infection,6.647058823529412,0.7058823529411765,245,376.88235294117646
Doxycycline,Upper Respiratory Tract Infection,5.869565217391305,0.5434782608695652,890,351.4782608695652
Doxycycline,Urinary Tract Infection,7.166666666666667,0.6666666666666666,942,340.8333333333333
Doxylamine,Insomnia,6.833333333333333,0.7009803921568627,3200,430.0098039215686
Doxylamine,Not Listed / Othe,10.0,1.0,40,600.0
Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,6.765432098765432,0.6790123456790124,482,535.3703703703703
Dramamine,Motion Sickness,9.227272727272727,0.9545454545454546,589,292.1818181818182
Dramamine,Nausea/Vomiting,9.545454545454545,1.0,366,278.1818181818182
Dramamine II,Vertig,9.0,1.0,211,107.25
Dramamine Less Drowsy,Motion Sickness,10.0,1.0,14,163.0
Dramamine Less Drowsy,Vertig,9.0,1.0,28,191.0
Drixoral Cold / Flu,Allergic Rhinitis,10.0,1.0,1,123.0
Drixoral Cold and Allergy,12</span> users found this comment helpful.,10.0,1.0,24,240.5
Drixoral Cold and Allergy,3</span> users found this comment helpful.,10.0,1.0,3,489.0
Drixoral Cold and Allergy,Allergic Rhinitis,9.9375,1.0,203,200.5625
Drixoral Cold and Allergy,Cold Symptoms,10.0,1.0,58,268.57142857142856
Drixoral Cold and Allergy,Nasal Congestion,9.916666666666666,1.0,126,328.0833333333333
Drixoral Cold and Allergy,Sinus Symptoms,10.0,1.0,47,221.5
Drixoral Decongestant Non-Drowsy,Nasal Congestion,10.0,1.0,46,316.0
Dronabinol,AIDS Related Wasting,7.333333333333333,0.6666666666666666,73,200.33333333333334
Dronabinol,Anorexia,7.9,0.8,249,348.9
Dronabinol,"Nausea/Vomiting, Chemotherapy Induced",8.5625,0.9375,470,389.9375
Dronabinol,Post Traumatic Stress Disorde,8.714285714285714,0.8571428571428571,139,265.7142857142857
Dronedarone,Atrial Fibrillation,6.045454545454546,0.5454545454545454,637,307.5
Dronedarone,Atrial Flutte,4.0,0.0,65,89.5
Droperidol,Nausea/Vomiting,2.3333333333333335,0.0,3,712.0
Drospirenone / estradiol,Postmenopausal Symptoms,8.1,0.825,568,425.25
Drospirenone / ethinyl estradiol,Acne,7.0411985018726595,0.7153558052434457,3719,558.4269662921348
Drospirenone / ethinyl estradiol,Birth Control,5.8992700729927,0.5569343065693431,5706,511.46131386861316
Drospirenone / ethinyl estradiol,Menstrual Disorders,5.849462365591398,0.5591397849462365,551,550.6129032258065
Drospirenone / ethinyl estradiol,Polycystic Ovary Syndrome,7.25,0.75,156,630.1666666666666
Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,7.204819277108434,0.7530120481927711,1535,506.5542168674699
Drospirenone / ethinyl estradiol / levomefolate calcium,Acne,7.6,0.82,247,510.68
Drospirenone / ethinyl estradiol / levomefolate calcium,Birth Control,6.475177304964539,0.6524822695035462,1430,492.97163120567376
Drospirenone / ethinyl estradiol / levomefolate calcium,Polycystic Ovary Syndrome,7.75,0.75,0,507.75
Drospirenone / ethinyl estradiol / levomefolate calcium,Premenstrual Dysphoric Disorde,7.636363636363637,0.7727272727272727,177,540.0
Drysol,0</span> users found this comment helpful.,9.666666666666666,1.0,0,624.0
Drysol,Hyperhidrosis,9.057416267942584,0.9354066985645934,2201,499.5263157894737
Duac,1</span> users found this comment helpful.,1.0,0.0,1,620.0
Duac,7</span> users found this comment helpful.,10.0,1.0,7,140.0
Duac,Acne,7.6,0.803125,2404,487.7
Duavee,Hot Flashes,9.4,1.0,90,391.8
Duavee,Postmenopausal Symptoms,7.0,0.6666666666666666,33,369.0
Duet DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,8.0,0.9,36,219.6
Duexis,13</span> users found this comment helpful.,1.0,0.0,13,491.0
Duexis,9</span> users found this comment helpful.,10.0,1.0,9,419.0
Duexis,NSAID-Induced Ulcer Prophylaxis,8.5,1.0,2,371.5
Duexis,Osteoarthritis,6.444444444444445,0.5555555555555556,93,394.55555555555554
Duexis,Rheumatoid Arthritis,9.0,1.0,6,141.0
Dulaglutide,"Diabetes, Type 2",5.993311036789297,0.5936454849498328,5573,493.5785953177257
Dulcolax,12</span> users found this comment helpful.,7.0,1.0,12,88.0
Dulcolax,26</span> users found this comment helpful.,10.0,1.0,26,759.0
Dulcolax,27</span> users found this comment helpful.,1.0,0.0,27,467.0
Dulcolax,6</span> users found this comment helpful.,10.0,1.0,6,695.0
Dulcolax,9</span> users found this comment helpful.,1.0,0.0,9,645.0
Dulcolax,Bowel Preparation,5.40625,0.484375,545,469.84375
Dulcolax,Constipation,5.619957537154989,0.5339702760084926,5423,504.4267515923567
Dulcolax Laxative,Bowel Preparation,3.6666666666666665,0.3333333333333333,27,374.6666666666667
Dulcolax Laxative,Constipation,6.769230769230769,0.6538461538461539,138,524.2692307692307
Dulcolax Stool Softener,Constipation,5.0,0.5,5,48.0
Dulera,28</span> users found this comment helpful.,1.0,0.0,28,221.0
Dulera,Asthma,6.052631578947368,0.6052631578947368,363,361.36842105263156
Dulera,"Asthma, Maintenance",6.6875,0.6875,354,434.4375
Duloxetine,Anxiety,6.9655172413793105,0.7155172413793104,8897,515.6724137931035
Duloxetine,Back Pain,7.0,0.76,903,567.52
Duloxetine,Bipolar Disorde,6.59375,0.71875,837,425.3125
Duloxetine,Chronic Fatigue Syndrome,4.8,0.5,85,344.6
Duloxetine,Chronic Pain,6.273684210526316,0.6736842105263158,4910,462.4
Duloxetine,Depression,6.489702517162471,0.6498855835240275,20411,464.1670480549199
Duloxetine,Diabetic Peripheral Neuropathy,6.548387096774194,0.6612903225806451,1101,349.64516129032256
Duloxetine,Generalized Anxiety Disorde,6.747126436781609,0.6954022988505747,4590,525.8275862068965
Duloxetine,Hot Flashes,6.333333333333333,0.6666666666666666,177,398.55555555555554
Duloxetine,Major Depressive Disorde,6.595744680851064,0.6595744680851063,921,506.63829787234044
Duloxetine,Not Listed / Othe,9.0,1.0,3,459.0
Duloxetine,Osteoarthritis,7.0,0.6904761904761905,1143,428.9047619047619
Duloxetine,Pain,7.576271186440678,0.8305084745762712,2663,432.10169491525426
Duloxetine,Peripheral Neuropathy,6.086956521739131,0.5869565217391305,649,400.4347826086956
Duloxetine,Persistent Depressive Disorde,10.0,1.0,16,288.0
Duloxetine,Small Fiber Neuropathy,6.0,0.5,3,92.0
Duloxetine,Urinary Incontinence,5.25,0.5,35,390.75
Duloxetine,ibromyalgia,6.435897435897436,0.6512820512820513,7419,425.3179487179487
DuoNeb,"COPD, Maintenance",9.5,1.0,51,170.0
Duofilm,Warts,10.0,1.0,0,193.0
Duoplant,Dermatological Disorders,9.0,1.0,49,87.0
Dupilumab,Atopic Dermatitis,8.666666666666666,0.8333333333333334,81,557.8333333333334
Dupilumab,Eczema,8.0625,0.84375,288,568.1875
Dupixent,Atopic Dermatitis,8.666666666666666,0.8333333333333334,81,557.8333333333334
Dupixent,Eczema,7.933333333333334,0.8333333333333334,284,560.2666666666667
Duragesic,5</span> users found this comment helpful.,9.0,1.0,5,186.0
Duragesic,Breakthrough Pain,8.0,1.0,74,659.0
Duragesic,Chronic Pain,8.444444444444445,0.9074074074074074,750,394.0
Duragesic,Pain,8.275,0.9125,1701,363.725
Duragesic,Postoperative Pain,7.0,1.0,10,274.0
Duramorph,Chronic Pain,4.0,0.0,10,229.0
Duramorph,Pain,5.5,0.5,10,450.5
Durezol,Postoperative Ocular Inflammation,8.0,0.75,43,236.5
Durezol,Uveitis,6.4,0.6,46,474.4
Dutasteride,Benign Prostatic Hyperplasia,7.538461538461538,0.7884615384615384,1993,348.53846153846155
Dutasteride / tamsulosin,Benign Prostatic Hyperplasia,6.111111111111111,0.5833333333333334,739,222.38888888888889
Dyanavel XR,ADHD,6.0,0.6,94,300.6
Dyazide,Edema,9.0,1.0,41,268.0
Dyazide,High Blood Pressure,5.4,0.4,234,273.0
Dymista,15</span> users found this comment helpful.,10.0,1.0,15,495.0
Dymista,6</span> users found this comment helpful.,10.0,1.0,6,227.0
Dymista,Allergic Rhinitis,6.661538461538462,0.6307692307692307,661,423.4923076923077
DynaCirc CR,Raynaud's Syndrome,5.0,0.5,4,235.0
Dynacin,Acne,8.0,1.0,10,201.0
Dyrenium,Edema,8.0,1.0,12,497.0
Dysport,Cervical Dystonia,8.0,1.0,12,299.0
Dysport,acial Wrinkles,7.5,0.75,21,371.5
E-Z-Gas II,Gas,10.0,1.0,3,96.0
E.E.S.-400,Upper Respiratory Tract Infection,10.0,1.0,21,159.0
EContra EZ,Emergency Contraception,4.2,0.3,20,475.2
Ecallantide,Hereditary Angioedema,10.0,1.0,1,56.0
Echinacea,Cold Symptoms,9.11111111111111,0.9444444444444444,81,233.66666666666666
Echinacea,Condylomata Acuminata,10.0,1.0,13,236.0
Econazole,Cutaneous Candidiasis,10.0,1.0,10,465.0
Econazole,Tinea Corporis,8.625,0.875,82,216.625
Econazole,Tinea Cruris,8.5,1.0,5,168.0
Econazole,Tinea Pedis,9.5,1.0,48,333.5
Econazole,Tinea Versicol,8.0,1.0,11,145.0
Ed A-Hist,Cold Symptoms,10.0,1.0,1,103.0
Edarbi,High Blood Pressure,6.357142857142857,0.5714285714285714,195,445.7857142857143
Edarbyclor,High Blood Pressure,6.909090909090909,0.6818181818181818,159,345.1818181818182
Edecrin,Edema,8.0,1.0,8,761.0
Edex,Erectile Dysfunction,8.64,0.92,1379,398.2
Edluar,Insomnia,8.875,1.0,79,408.625
Edoxaban,Atrial Fibrillation,1.0,0.0,4,749.0
Efavirenz,HIV Infection,5.666666666666667,0.5833333333333334,8,523.8333333333334
Efavirenz,Nonoccupational Exposure,9.0,1.0,2,512.0
Efavirenz / emtricitabine / tenofovir,HIV Infection,9.12087912087912,0.9615384615384616,1420,434.0
Efavirenz / emtricitabine / tenofovir,Nonoccupational Exposure,9.0,1.0,0,622.0
Efavirenz / emtricitabine / tenofovir,Not Listed / Othe,8.0,1.0,0,333.0
Effexor,2</span> users found this comment helpful.,10.0,1.0,2,776.0
Effexor,7</span> users found this comment helpful.,9.0,1.0,7,442.0
Effexor,8</span> users found this comment helpful.,9.0,1.0,8,762.0
Effexor,Anxiety and Stress,7.526315789473684,0.8157894736842105,1450,472.7894736842105
Effexor,Autism,10.0,1.0,129,276.5
Effexor,Bipolar Disorde,8.266666666666667,0.8666666666666667,476,265.93333333333334
Effexor,Depression,5.783783783783784,0.5772200772200772,10994,508.7027027027027
Effexor,Major Depressive Disorde,6.392857142857143,0.6607142857142857,705,556.0714285714286
Effexor,Obsessive Compulsive Disorde,8.0,0.75,82,523.5
Effexor,Postpartum Depression,2.5,0.0,20,457.5
Effexor,Premenstrual Dysphoric Disorde,9.0,1.0,36,474.0
Effexor,ibromyalgia,5.2,0.5,327,252.2
Effexor XR,10</span> users found this comment helpful.,10.0,1.0,10,582.0
Effexor XR,17</span> users found this comment helpful.,8.0,1.0,17,724.0
Effexor XR,2</span> users found this comment helpful.,10.0,1.0,2,163.0
Effexor XR,Anxiety,7.315789473684211,0.7481203007518797,8921,527.827067669173
Effexor XR,Anxiety and Stress,8.217391304347826,0.8913043478260869,713,473.2173913043478
Effexor XR,Bipolar Disorde,6.866666666666666,0.7,352,294.8
Effexor XR,Bulimia,7.0,1.0,9,160.0
Effexor XR,Depression,7.328042328042328,0.7566137566137566,7029,500.34391534391534
Effexor XR,Generalized Anxiety Disorde,6.785714285714286,0.7023809523809523,2261,533.0
Effexor XR,Hot Flashes,8.8,0.9333333333333333,1611,466.8666666666667
Effexor XR,Irritable Bowel Syndrome,9.0,1.0,21,99.0
Effexor XR,Major Depressive Disorde,7.020833333333333,0.7291666666666666,1006,509.125
